,Sexist tokens
17188,take
17189,issu
17190,corrupt
17191,competit
17192,though
17193,serious
17194,...
17195,went
17196,``
17197,fake/dumb
17198,``
17199,oh
17200,god
17201,real
17202,``
17203,super
17204,fake
17205,``
17206,holi
17207,...
17208,pleas
17209,tell
17210,'s
17211,fake
17212,sorri
17213,...
17214,i
17215,genuin
17216,have
17217,no
17218,idea
17219,...
17220,real
17221,?
17222,not
17223,?
17224,best
17225,guess
17226,...
17227,i
17228,wa
17229,sure
17230,wa
17231,fake
17232,...
17233,went
17234,long
17235,...
17236,no
17237,one
17238,work
17239,hard
17240,a
17241,poe
17242,...
17243,just
17244,vapid
17245,childish
17246,pc
17247,trash
17248,scott
17249,walker
17250,troll
17251,left
17252,get
17253,an
17254,onlin
17255,degre
17256,gender
17257,studi
17258,...
17259,wa
17260,serious
17261,right
17262,?
17263,good
17264,info
17265,thank
17266,all
17267,see
17268,msm
17269,storytel
17270,not
17271,fact
17272,report
17273,?
17274,thank
17275,head
17276,i
17277,watch
17278,good
17279,stuff
17280,no
17281,doubt
17282,...
17283,talk
17284,project
17285,first
17286,two
17287,sentenc
17288,describ
17289,femin
17290,perfectli
17291,no
17292,self
17293,awar
17294,...
17295,hillari
17296,pro-rapist
17297,nope
17298,henc
17299,two
17300,differ
17301,term
17302,...
17303,whose
17304,definit
17305,anyway
17306,margaret
17307,sanger
17308,'s
17309,?
17310,...
17311,sorri
17312,just
17313,check
17314,tl
17315,i
17316,thought
17317,argu
17318,concert
17319,w/
17320,geniu
17321,...
17322,http
17323,i
17324,'m
17325,not
17326,sexist
17327,ralli
17328,game
17329,all
17330,sport
17331,game
17332,boy
17333,would
17334,win
17335,everi
17336,game
17337,hand
17338,i
17339,'m
17340,not
17341,sexist
17342,do
17343,feminist
17344,complain
17345,everyth
17346,?
17347,?
17348,there
17349,wa
17350,a
17351,cure
17352,cancer
17353,i
17354,think
17355,would
17356,moan
17357,giv
17358,ladi
17359,i
17360,do
17361,n't
17362,think
17363,ca
17364,n't
17365,drive
17366,i
17367,just
17368,know
17369,ca
17370,n't
17371,park
17372,back
17373,a
17374,park
17375,space
17376,valentin
17377,'s
17378,day
17379,great
17380,all
17381,i
17382,'m
17383,hold
17384,my
17385,real
17386,enthusiasm
17387,love
17388,day
17389,http
17390,suck
17391,math
17392,logic
17393,a
17394,requir
17395,femin
17396,...
17397,i
17398,(
17399,would
17400,)
17401,never
17402,read/se
17403,i
17404,have
17405,no
17406,idea
17407,...
17408,``
17409,abus
17410,speak
17411,?
17412,be
17413,sure
17414,employ
17415,doubl
17416,standard
17417,excus
17418,bigotri
17419,no
17420,one
17421,notic
17422,http
17423,i
17424,'m
17425,all
17426,equal
17427,right
17428,just
17429,annoy
17430,complain
17431,thing
17432,do
17433,n't
17434,matter
17435,use
17436,``
17437,wa
17438,n't
17439,a
17440,get
17441,respons
17442,free
17443,card
17444,movement
17445,http
17446,...
17447,wa
17448,sure
17449,wa
17450,poe
17451,...
17452,no
17453,one
17454,draw
17455,half
17456,a
17457,comic
17458,'s
17459,worth
17460,poe
17461,scari
17462,like
17463,termit
17464,...
17465,'s
17466,i
17467,thought
17468,first
17469,...
17470,have
17471,n't
17472,read
17473,comic
17474,a
17475,...
17476,i
17477,have
17478,no
17479,refer
17480,awesom
17481,job
17482,fake
17483,i
17484,'m
17485,not
17486,kid
17487,i
17488,say
17489,today
17490,--
17491,``
17492,nice
17493,feminist
17494,stop
17495,cale
17496,@
17497,usual
17498,take
17499,minut
17500,redscarebot
17501,...
17502,ok.
17503,she/do
17504,consent
17505,?
17506,ok.
17507,my
17508,main
17509,interest
17510,whether
17511,feminist
17512,blame
17513,a
17514,book
17515,written
17516,read
17517,women
17518,men
17519,somehow
17520,blame
17521,?
17522,not
17523,even
17524,slightli
17525,...
17526,shhh
17527,...
17528,'s
17529,funnier
17530,do
17531,n't
17532,know
17533,...
17534,http
17535,day
17536,onli
17537,bring
17538,fuck
17539,mad
17540,guy
17541,give
17542,women
17543,power
17544,do
17545,anyth
17546,not
17547,sexist
17548,'s
17549,tr
17550,man
17551,i
17552,thought
17553,chevaldayoff
17554,wa
17555,a
17556,human
17557,paper
17558,weight
17559,...
17560,a
17561,trade
17562,jet
17563,good
17564,a
17565,deal
17566,i
17567,'ve
17568,seen
17569,year
17570,(
17571,decad
17572,?
17573,)
17574,...
17575,http
17576,?
17577,nfl
17578,valentin
17579,'s
17580,day
17581,card
17582,http
17583,?
17584,do
17585,n't
17586,worri
17587,nobodi
17588,notic
17589,pet
17590,theori
17591,ridicul
17592,keep
17593,repeat
17594,http
17595,ye
17596,...
17597,real
17598,shit
17599,...
17600,where
17601,?
17602,first
17603,time
17604,ever
17605,i
17606,could
17607,n't
17608,tell
17609,(
17610,wrong
17611,sure
17612,i
17613,least
17614,think
17615,i
17616,know
17617,)
17618,all
17619,'s
17620,evid
17621,real
17622,just
17623,a
17624,troll
17625,i
17626,rememb
17627,prais
17628,a
17629,french
17630,feminist
17631,a
17632,good
17633,fem
17634,like
17635,ch
17636,wa
17637,name
17638,?
17639,...
17640,life
17641,ye
17642,...
17643,argu
17644,?
17645,...
17646,there
17647,no
17648,beef
17649,allow
17650,simultan
17651,engag
17652,specif
17653,convers
17654,while
17655,put
17656,idea
17657,i
17658,'d
17659,have
17660,redundantli
17661,repeat
17662,?
17663,...
17664,'s
17665,not
17666,a
17667,neg
17668,anti-y
17669,action
17670,no
17671,i
17672,said
17673,femin
17674,talk
17675,feminist
17676,not
17677,man
17678,prison
17679,same
17680,...
17681,except
17682,prison
17683,time
17684,i
17685,remember/respect
17686,stori
17687,no
17688,...
17689,convo
17690,wa
17691,feminist
17692,oppos
17693,common
17694,sens
17695,prevent
17696,measur
17697,everyon
17698,oppos
17699,rape
17700,male
17701,femal
17702,everyon
17703,support
17704,prevent
17705,measur
17706,'s
17707,all
17708,good
17709,...
17710,...
17711,i
17712,am
17713,attack
17714,feminist
17715,'s
17716,charact
17717,no
17718,one
17719,els
17720,'s
17721,learn
17722,some
17723,histori
17724,help
17725,not
17726,take
17727,credit
17728,thing
17729,movement
17730,n't
17731,do
17732,http
17733,//t
17734,http
17735,just
17736,saw
17737,a
17738,few
17739,day
17740,ago
17741,'s
17742,brilliant
17743,need
17744,fifti
17745,like
17746,...
17747,i
17748,do
17749,n't
17750,keep
17751,link
17752,googl
17753,``
17754,kate
17755,millett
17756,sister
17757,'ll
17758,find
17759,sister
17760,wrote
17761,while
17762,'re
17763,my
17764,tl
17765,just
17766,want
17767,say
17768,ty
17769,all
17770,great
17771,work
17772,do
17773,challeng
17774,``
17775,narr
17776,w/
17777,fact
17778,much
17779,appreci
17780,http
17781,ironi
17782,http
17783,i
17784,'m
17785,cri
17786,wow
17787,girl
17788,better
17789,thing
17790,like
17791,school
17792,organ
17793,im
17794,not
17795,sexist
17796,emot
17797,decis
17798,can
17799,be
17800,counter
17801,product
17802,term
17803,team
17804,spirit
17805,e
17806,use
17807,young
17808,mind
17809,do
17810,their
17811,dirti
17812,job
17813,http
17814,/
17815,father
17816,dispos
17817,rememb
17818,http
17819,got
17820,ta
17821,love
17822,exchang
17823,like
17824,http
17825,follow
17826,till
17827,'d
17828,rather
17829,be
17830,sorri
17831,safe
17832,http
17833,just
17834,less
17835,bad
17836,feminist
17837,genuin
17838,advoc
17839,equal
17840,equal
17841,a
17842,la
17843,ch
17844,young
17845,?
17846,use
17847,orwel
17848,a
17849,playbook
17850,not
17851,eu
17852,...
17853,support
17854,pedophilia
17855,find
17856,peopl
17857,like
17858,fight
17859,http
17860,never
17861,patriot
17862,when
17863,i
17864,read
17865,peopl
17866,have
17867,gone
17868,jail
17869,free
17870,speech
17871,supposedli
17872,democrat
17873,western
17874,nation
17875,two
17876,peopl
17877,went
17878,jail
17879,uk
17880,critic
17881,feminist
17882,onli
17883,unawar
17884,femin
17885,women
17886,'s
17887,right
17888,movement
17889,not
17890,same
17891,seem
17892,like
17893,a
17894,nice
17895,girl
17896,i
17897,just
17898,ask
17899,u
17900,dig
17901,a
17902,littl
17903,deeper
17904,femin
17905,actual
17906,says/do
17907,vs
17908,claim
17909,hmm
17910,...
17911,i
17912,think
17913,'s
17914,jaw
17915,...
17916,head
17917,kinda
17918,shape
17919,like
17920,home
17921,plate
17922,...
17923,carri
17924,basebal
17925,motif
17926,...
17927,knowingli
17928,retel
17929,wage
17930,gap
17931,myth
17932,myth
17933,plu
17934,blame
17935,all
17936,men
17937,rape
17938,via
17939,all
17940,prop
17941,hillari
17942,motiv
17943,n't
17944,lessen
17945,outcom
17946,do
17947,n't
17948,count
17949,ani
17950,chicken
17951,...
17952,most
17953,gop
17954,candid
17955,suck
17956,could
17957,well
17958,lose
17959,uneduc
17960,``
17961,histori
17962,vagina
17963,voter
17964,romney
17965,jeb
17966,would
17967,be
17968,huge
17969,mistak
17970,romney
17971,'s
17972,imag
17973,better
17974,ever
17975,due
17976,o
17977,co
17978,not
17979,vote
17980,a
17981,drug
17982,war
17983,support
17984,like
17985,gop
17986,need
17987,co
17988,get
17989,i
17990,just
17991,laugh
17992,kane
17993,'s
17994,move
17995,kid
17996,sick
17997,wish
17998,'d
17999,use
18000,geno
18001,letang
18002,though
18003,...
18004,'s
18005,actual
18006,two
18007,separ
18008,propos
18009,real
18010,insan
18011,sweden
18012,eu
18013,...
18014,oh
18015,look
18016,anoth
18017,lie
18018,putin
18019,paid
18020,internet
18021,propaganda
18022,bitch
18023,http
18024,walker
18025,clearli
18026,the
18027,one
18028,dem
18029,fear
18030,i
18031,do
18032,n't
18033,know
18034,much
18035,either
18036,atroci
18037,exactli
18038,thor
18039,realli
18040,not
18041,their
18042,reinvent
18043,do
18044,a
18045,femal
18046,daredevil
18047,someth
18048,want
18049,pull
18050,gimmick
18051,'s
18052,insult
18053,women
18054,expect
18055,onli
18056,be
18057,attract
18058,super
18059,easi
18060,game
18061,i
18062,honestli
18063,am
18064,insult
18065,a
18066,parent
18067,a
18068,girl
18069,feminist
18070,just
18071,label
18072,``
18073,transphob
18074,not
18075,somehow
18076,magic
18077,know
18078,``
18079,fluidflux
18080,agend
18081,http
18082,//t.c
18083,'re
18084,a
18085,grown
18086,woman
18087,n't
18088,gotten
18089,past
18090,awkward
18091,teenag
18092,year
18093,confus
18094,angst
18095,'re
18096,probabl
18097,a
18098,feminist
18099,'s
18100,free
18101,speech
18102,when
18103,comment
18104,threaten
18105,an
18106,innoc
18107,man
18108,question
18109,sulkowicz
18110,'s
18111,narr
18112,shut
18113,http
18114,i
18115,have
18116,no
18117,idea
18118,friend
18119,not
18120,drug
18121,their
18122,home
18123,bitch
18124,everi
18125,word
18126,mouth
18127,a
18128,putin
18129,paid
18130,propaganda
18131,isi
18132,kill
18133,peopl
18134,solut
18135,``
18136,teach
18137,isi
18138,not
18139,kill
18140,game
18141,nypd
18142,http
18143,oppos
18144,the
18145,feminist
18146,tri
18147,ban
18148,right
18149,?
18150,would
18151,have
18152,ad
18153,``
18154,be
18155,eaten
18156,cat
18157,...
18158,'s
18159,major
18160,?
18161,weld
18162,kindergartn
18163,?
18164,mayb
18165,wa
18166,a
18167,cubist
18168,'s
18169,a
18170,symbol
18171,burden
18172,anybodi
18173,get
18174,glass
18175,the
18176,face
18177,an
18178,american
18179,sniper
18180,show
18181,?
18182,fan
18183,play
18184,keep
18185,sorri
18186,care
18187,the
18188,nation
18189,organ
18190,women
18191,wa
18192,commi
18193,talk
18194,a
18195,trucker
18196,right
18197,?
18198,funni
18199,ye
18200,i
18201,find
18202,the
18203,sens
18204,proport
18205,relev
18206,interest
18207,googl
18208,``
18209,kate
18210,millett
18211,sister
18212,enjoy
18213,long
18214,read
18215,kardashian
18216,need
18217,be
18218,forgotten
18219,not
18220,emul
18221,ten
18222,dead
18223,pussi
18224,might
18225,be
18226,poe
18227,just
18228,fyi
18229,i
18230,think
18231,wa
18232,the
18233,quot
18234,her
18235,could
18236,n't
18237,be
18238,verifi
18239,feminist
18240,say
18241,game
18242,a
18243,boy
18244,club
18245,also
18246,say
18247,half
18248,gamer
18249,women..
18250,make
18251,damn
18252,mind
18253,?
18254,scientist
18255,land
18256,a
18257,robot
18258,a
18259,comet
18260,feminist
18261,crucifi
18262,shirt
18263,biden
18264,lick
18265,ear
18266,someon
18267,'s
18268,wife
18269,-
18270,silenc
18271,http
18272,//
18273,pro-du
18274,process
18275,make
18276,pro-rap
18277,anti-death
18278,penalti
18279,make
18280,pro-murd
18281,?
18282,http
18283,girl
18284,ruthless
18285,smh
18286,http
18287,bruh
18288,http
18289,nope
18290,the
18291,blank
18292,stare
18293,guy
18294,stab
18295,two
18296,peopl
18297,busstop
18298,face
18299,say
18300,i
18301,'m
18302,go
18303,stab
18304,a
18305,bu
18306,stop
18307,http
18308,spread
18309,hate
18310,becom
18311,the
18312,victim
18313,own
18314,hate
18315,http
18316,could
18317,think
18318,the
18319,worst
18320,possibl
18321,idea
18322,ever
18323,'s
18324,still
18325,would
18326,n't
18327,be
18328,bad
18329,one
18330,http
18331,life
18332,a
18333,feminist
18334,?
18335,http
18336,retweet
18337,hate
18338,ovechkin
18339,fav
18340,hate
18341,ovechkin
18342,hate
18343,ovechkin
18344,toss
18345,``
18346,deni
18347,student
18348,loan
18349,onto
18350,list
18351,well
18352,nhl
18353,pay
18354,back
18355,roger
18356,new
18357,tv
18358,deal
18359,w
18360,mcdavid
18361,sabr
18362,get
18363,eichel
18364,(
18365,sp
18366,?
18367,)
18368,rekindl
18369,tor/buf
18370,division
18371,rivalri
18372,big
18373,tv
18374,market
18375,just
18376,my
18377,guess
18378,...
18379,'s
18380,my
18381,tweet
18382,proof
18383,come
18384,true
18385,i
18386,knew
18387,'d
18388,rig
18389,the
18390,draft
18391,the
18392,av
18393,could
18394,get
18395,seth
18396,jone
18397,...
18398,i
18399,got
18400,the
18401,rig
18402,part
18403,right
18404,not
18405,the
18406,scout
18407,'s
18408,a
18409,mcdavid/eichel
18410,rivalri
18411,w
18412,big
18413,tv
18414,rate
18415,market
18416,geographic/divis
18417,rival
18418,make
18419,much
18420,sens
18421,not
18422,rig
18423,i
18424,said
18425,month
18426,n't
18427,know
18428,good
18429,mckinnon
18430,wa
18431,...
18432,av
18433,realli
18434,need
18435,the
18436,d
18437,man
18438,...
18439,made
18440,right
18441,pick
18442,ahem
18443,...
18444,a
18445,pen
18446,fan
18447,i
18448,can
18449,appreci
18450,a
18451,system
18452,reward
18453,a
18454,well
18455,execut
18456,``
18457,rebuild
18458,...
18459,uh
18460,yeah
18461,exactli
18462,a
18463,well
18464,execut
18465,rebuild
18466,do
18467,n't
18468,rewrit
18469,histori
